Kp,Ki,Kd,TSE,Plot Filename
1.5,1.98,0.1,3.0324608630323406,
1.5,1.87,0.1,3.0324814991896885,
1.5,1.76,0.1,3.0325036399131022,
1.5,1.65,0.1,3.03252583433646,
1.5,1.54,0.1,3.0325460422182897,
1.5,1.43,0.1,3.032563409751169,
1.5,1.32,0.1,3.0325798934116976,
1.5,1.21,0.1,3.0325995179104295,
1.5,1.1,0.1,3.032623891757222,
1.5,0.55,0.1,3.03263093450502,
1.5,0.99,0.1,3.032647118209561,
1.5,0.88,0.1,3.0326599912336407,
1.5,0.77,0.1,3.032670576024076,
1.5,0.66,0.1,3.032705505120157,
1.5,0.0,0.1,3.032830388954111,
0.9,0.22,0.8,3.033366922292662,
1.1,0.0,0.5,3.033638743428317,
0.8,0.11,0.9,3.0486049244144446,
0.9,0.55,0.8,3.057163861784558,
0.9,0.66,0.8,3.05810295265389,
0.9,1.43,0.8,3.0624659791379814,
0.9,1.32,0.8,3.0632765401498467,
0.9,1.54,0.8,3.0645244454363016,
0.9,0.77,0.8,3.067110771536487,
0.9,1.21,0.8,3.0671824746055303,
0.9,1.65,0.8,3.0680786446199666,
0.9,0.44,0.8,3.0698304504635208,
0.9,1.76,0.8,3.071480495625579,
0.9,1.1,0.8,3.0725974127382583,
0.9,1.87,0.8,3.073486649570163,
0.9,1.98,0.8,3.073583451129695,
0.9,0.88,0.8,3.0747024795161115,
0.9,0.99,0.8,3.0762565953170307,
0.9,0.33,0.8,3.0790567169379215,
1.6,0.11,0.0,3.0872724227151234,
1.0,0.22,0.6,3.0910026634033336,
0.9,0.0,0.8,3.0932398317851124,
0.9,0.11,0.7,3.1036810392047856,
1.6,0.22,0.0,3.1058461780952893,
1.0,0.55,0.6,3.1159478284823376,
1.0,0.66,0.6,3.1174044379302934,
1.0,1.32,0.6,3.1182247979845443,
1.0,1.21,0.6,3.1186644704457422,
1.0,1.43,0.6,3.1191133254594123,
1.6,0.33,0.0,3.119936663417891,
1.0,1.1,0.6,3.1205133087326438,
1.0,1.54,0.6,3.1205840397647817,
1.0,1.98,0.6,3.1207157928444644,
1.0,0.44,0.6,3.121038563062271,
1.0,0.77,0.6,3.121426563791892,
1.0,1.87,0.6,3.1217683473083544,
1.0,1.65,0.6,3.1217967328577565,
1.0,1.76,0.6,3.122220295622923,
1.0,0.99,0.6,3.1227655925780993,
1.0,0.88,0.6,3.1235533121499572,
1.0,0.33,0.6,3.1239747934451905,
1.6,0.44,0.0,3.1256011823888374,
1.6,0.55,0.0,3.127188911379145,
1.6,0.66,0.0,3.127480696115984,
1.6,0.88,0.0,3.127500342148514,
1.6,1.32,0.0,3.1275018893353987,
1.6,0.99,0.0,3.1275019465047786,
1.6,0.0,0.0,3.127502001596425,
1.6,1.21,0.0,3.127502100419181,
1.6,0.77,0.0,3.127502197067272,
1.6,1.43,0.0,3.12750235128125,
1.6,1.1,0.0,3.127502638132933,
1.6,1.87,0.0,3.1275027103792126,
1.6,1.98,0.0,3.1275027509903217,
1.6,1.76,0.0,3.1275028895520136,
1.6,1.54,0.0,3.1275028941425354,
1.6,1.65,0.0,3.1275030565869684,
1.0,0.0,0.6,3.12889950903897,
1.2,0.11,0.3,3.132571577511287,
1.3,0.11,0.2,3.1451555349449554,
1.1,0.11,0.4,3.1567399787645414,
1.2,0.22,0.3,3.181516391413434,
1.3,0.22,0.2,3.182883537471917,
1.4,0.11,0.1,3.196293509445859,
1.3,0.33,0.2,3.2028059060864176,
1.2,0.33,0.3,3.20414210859184,
1.2,1.98,0.3,3.206165878492117,
1.2,1.87,0.3,3.2062870714797502,
1.2,1.76,0.3,3.206455925970251,
1.2,1.21,0.3,3.206536105110948,
1.2,1.32,0.3,3.2065895721671263,
1.2,1.65,0.3,3.2066173259923105,
1.2,0.66,0.3,3.206637155833441,
1.2,1.1,0.3,3.20664244693558,
1.2,0.55,0.3,3.206682233093527,
1.2,1.43,0.3,3.206683145953604,
1.2,1.54,0.3,3.2067047719586985,
1.3,1.98,0.2,3.2068142272046227,
1.3,1.87,0.2,3.206862691339864,
1.2,0.99,0.3,3.206910187435213,
1.3,1.76,0.2,3.206929210084597,
1.3,1.65,0.2,3.207001857761724,
1.2,0.77,0.3,3.207027644507101,
1.3,1.54,0.2,3.207060309928983,
1.3,1.43,0.2,3.2070888107821593,
1.3,1.32,0.2,3.2070923738790964,
1.3,1.21,0.2,3.207102556374137,
1.2,0.88,0.3,3.2071348516387284,
1.3,1.1,0.2,3.2071576656865703,
1.3,0.66,0.2,3.2072302437225617,
1.3,0.99,0.2,3.207257960108782,
1.3,0.77,0.2,3.2073009676794673,
1.3,0.44,0.2,3.2073037996736775,
1.3,0.88,0.2,3.2073338249462684,
1.3,0.55,0.2,3.207385321011114,
1.2,0.44,0.3,3.207425349833823,
1.3,0.0,0.2,3.207734488154787,
1.2,0.0,0.3,3.2078777840658983,
0.8,0.22,0.9,3.2102162428127388,
1.0,0.11,0.5,3.2177446195255786,
1.1,0.22,0.4,3.2211399375534917,
0.9,0.22,0.7,3.2222790057846797,
1.4,0.22,0.1,3.2257345350831903,
0.8,0.55,0.9,3.22672761687595,
0.8,0.66,0.9,3.227041495951314,
0.8,1.43,0.9,3.235985042861246,
0.8,1.54,0.9,3.2375508628569265,
0.8,0.11,0.8,3.2396022456224274,
0.8,1.32,0.9,3.239973411439738,
0.9,0.55,0.7,3.2423607167303214,
0.8,0.77,0.9,3.2426850240417817,
0.8,1.65,0.9,3.243112812113619,
1.4,0.33,0.1,3.2432908193987977,
0.9,0.66,0.7,3.2455604908596443,
1.1,0.55,0.4,3.246101161594947,
1.1,1.98,0.4,3.246331014573162,
1.1,1.21,0.4,3.2465453125949315,
1.1,0.66,0.4,3.246630254216012,
1.1,1.87,0.4,3.24669874489189,
1.1,1.32,0.4,3.246746937038923,
1.1,1.1,0.4,3.2468332641847337,
1.1,0.33,0.4,3.2468670994397306,
1.1,1.76,0.4,3.247118887716271,
1.1,1.43,0.4,3.2471533183219643,
1.1,1.65,0.4,3.247415033762585,
1.1,1.54,0.4,3.247434347096876,
1.1,0.99,0.4,3.2475539752971976,
0.9,1.32,0.7,3.2476218996849453,
1.1,0.77,0.4,3.247841839233892,
1.1,0.44,0.4,3.2479427220228554,
1.1,0.88,0.4,3.2481437456716242,
1.4,0.44,0.1,3.2484266535080106,
0.9,1.43,0.7,3.24861228493079,
0.8,1.21,0.9,3.2487007293815244,
1.4,1.98,0.1,3.248847234202502,
1.4,1.87,0.1,3.2488692107267383,
1.4,1.76,0.1,3.248895413334269,
1.4,1.65,0.1,3.2489240914622957,
1.4,1.54,0.1,3.2489507035049012,
1.4,1.43,0.1,3.248970961127811,
1.4,1.32,0.1,3.2489854946907446,
1.4,1.21,0.1,3.249001940818422,
1.4,1.1,0.1,3.2490292043992235,
1.4,0.99,0.1,3.2490642346900658,
1.4,0.77,0.1,3.249083093535888,
1.4,0.88,0.1,3.2490860575646248,
1.4,0.66,0.1,3.249103574526808,
1.4,0.55,0.1,3.2491525931638003,
1.4,0.0,0.1,3.249280464867624,
0.9,1.21,0.7,3.2495784770452927,
1.1,0.0,0.4,3.249731683111211,
0.8,0.44,0.9,3.249781537717714,
0.8,1.76,0.9,3.2499948260754827,
0.9,1.54,0.7,3.251507676220266,
0.9,0.44,0.7,3.2519499080642844,
0.9,0.77,0.7,3.2539823763683136,
0.9,1.1,0.7,3.2539859100940665,
0.9,1.65,0.7,3.25467338803843,
0.8,1.87,0.9,3.2556254755305027,
0.9,1.98,0.7,3.255681305320702,
0.9,1.76,0.7,3.2567321488928678,
0.9,1.87,0.7,3.2570283768419888,
0.8,0.88,0.9,3.25777528558419,
0.8,1.98,0.9,3.258345190121037,
0.9,0.99,0.7,3.258370674236633,
0.8,1.1,0.9,3.258372135768914,
0.9,0.88,0.7,3.259112876560961,
0.9,0.33,0.7,3.2619439072326917,
0.8,0.99,0.9,3.263089411209735,
0.8,0.33,0.9,3.2693721386589893,
0.9,0.0,0.7,3.272800865287835,
1.5,0.11,0.0,3.290344594323594,
0.8,0.0,0.9,3.3019604848406026,
1.0,0.22,0.5,3.3038128577510437,
1.5,0.22,0.0,3.3135578559794183,
0.9,0.11,0.6,3.3170228762752023,
1.0,0.55,0.5,3.326792300990155,
1.0,1.21,0.5,3.3286489612597596,
1.0,0.66,0.5,3.3287395254409815,
1.0,1.32,0.5,3.3289725627552498,
1.5,0.33,0.0,3.329044490299154,
1.0,1.98,0.5,3.3294799961709773,
1.0,1.1,0.5,3.329590769754182,
1.0,1.43,0.5,3.330064122422186,
1.0,0.44,0.5,3.3302984577947297,
1.0,1.87,0.5,3.33046946373034,
1.0,1.54,0.5,3.331135359615356,
1.0,1.76,0.5,3.3313106716677727,
1.0,0.99,0.5,3.331426889509757,
1.0,1.65,0.5,3.3316042097779723,
1.0,0.77,0.5,3.3318383603387254,
1.0,0.88,0.5,3.3327340712842117,
1.0,0.33,0.5,3.333184268880867,
1.5,0.44,0.0,3.3344695310078487,
1.5,0.55,0.0,3.3356947223436193,
1.5,0.77,0.0,3.3358300205954845,
1.5,0.88,0.0,3.3358323271252344,
1.5,1.21,0.0,3.335833165109256,
1.5,1.32,0.0,3.335833786508839,
1.5,1.1,0.0,3.3358344243649305,
1.5,1.87,0.0,3.33583453935345,
1.5,0.66,0.0,3.3358346244735215,
1.5,1.76,0.0,3.335834792609317,
1.5,1.98,0.0,3.3358349382125487,
1.5,1.43,0.0,3.3358352017549238,
1.5,0.0,0.0,3.335835209735953,
1.5,0.99,0.0,3.3358354227969165,
1.5,1.65,0.0,3.3358354896131703,
1.5,1.54,0.0,3.335835866159999,
1.0,0.0,0.5,3.3366646144590564,
0.8,0.22,0.8,3.4018944057574907,
1.2,0.11,0.2,3.4022339117213,
1.1,0.11,0.3,3.410376750185909,
0.8,0.55,0.8,3.4120697033160092,
0.7,0.11,0.9,3.4158428154092584,
0.8,0.66,0.8,3.417101718319072,
0.8,1.43,0.8,3.422642488547431,
0.8,1.32,0.8,3.4230468764263584,
0.8,1.54,0.8,3.426887017952896,
0.8,1.21,0.8,3.4289215614843047,
0.8,0.44,0.8,3.4301772983721985,
0.8,0.77,0.8,3.433012303050973,
0.8,1.65,0.8,3.4332308508480067,
0.9,0.22,0.6,3.43393055812434,
0.8,1.1,0.8,3.438093811196524,
1.3,0.11,0.1,3.438302482530815,
0.8,1.76,0.8,3.4388796434218896,
0.8,1.98,0.8,3.441551284340397,
0.8,1.87,0.8,3.4418749052409043,
0.8,0.88,0.8,3.4444816202661546,
0.8,0.99,0.8,3.445331843816848,
1.2,0.22,0.2,3.45016702597165,
0.9,0.55,0.6,3.4514780249044033,
0.8,0.33,0.8,3.4517342020941806,
0.9,0.66,0.6,3.456094076529836,
0.9,1.32,0.6,3.456359292252962,
0.9,1.21,0.6,3.4564751211276503,
0.8,0.11,0.7,3.456846422582032,
0.9,0.44,0.6,3.458007292313109,
0.9,1.43,0.6,3.458450919951622,
0.9,1.1,0.6,3.4593103380525574,
0.9,1.98,0.6,3.460671360724331,
0.9,1.54,0.6,3.461250664108403,
1.0,0.11,0.4,3.4618764819663213,
0.9,1.87,0.6,3.462686715553976,
0.9,0.77,0.6,3.463158644504679,
0.9,1.65,0.6,3.463288706570474,
0.9,0.99,0.6,3.4634864594539065,
0.9,1.76,0.6,3.4637630011965954,
0.9,0.88,0.6,3.465807525324601,
0.9,0.33,0.6,3.4679151066080176,
1.2,0.33,0.2,3.4713493471990104,
1.1,0.22,0.3,3.473279828576756,
1.2,1.98,0.2,3.473627566652918,
1.2,1.87,0.2,3.473669386519328,
1.2,1.76,0.2,3.473754875587694,
1.2,1.65,0.2,3.4738692832137805,
1.2,1.21,0.2,3.4739551279479826,
1.2,1.54,0.2,3.473972395605538,
1.2,1.1,0.2,3.473979091361945,
1.2,1.32,0.2,3.4739983743292773,
1.2,1.43,0.2,3.4740196691809455,
1.2,0.66,0.2,3.4740739626640735,
1.2,0.55,0.2,3.474087924566152,
1.2,0.99,0.2,3.474121345988091,
1.2,0.77,0.2,3.4742943069905206,
1.2,0.88,0.2,3.4742950602732203,
1.2,0.44,0.2,3.4745299088305233,
1.2,0.0,0.2,3.4748283363707126,
1.3,0.22,0.1,3.4753759779162374,
0.9,0.0,0.6,3.4760877590333608,
0.8,0.0,0.8,3.4787020018121897,
1.3,0.33,0.1,3.4942852252529613,
1.1,1.98,0.3,3.4966837763722554,
1.1,0.55,0.3,3.4968080435141773,
1.1,1.87,0.3,3.496827273274914,
1.1,0.33,0.3,3.4968927209278977,
1.1,1.76,0.3,3.4970973540010126,
1.1,1.21,0.3,3.497107197120708,
1.1,1.1,0.3,3.4971286074042163,
1.1,0.66,0.3,3.4973280692250257,
1.1,1.32,0.3,3.497345645401084,
1.1,1.65,0.3,3.497400318481584,
1.1,0.99,0.3,3.497534770765481,
1.1,1.43,0.3,3.4975708203175704,
1.1,1.54,0.3,3.497594765437939,
1.1,0.44,0.3,3.498030619895736,
1.1,0.88,0.3,3.4980545144613577,
1.1,0.77,0.3,3.4980779278980845,
1.3,1.98,0.1,3.4985086423514704,
1.3,1.87,0.1,3.498528258585974,
1.3,1.76,0.1,3.49855728990886,
1.3,1.65,0.1,3.4985955958227266,
1.3,0.44,0.1,3.4986181744014178,
1.3,1.54,0.1,3.49863517752499,
1.3,1.43,0.1,3.498664006003478,
1.3,1.32,0.1,3.4986760930179046,
1.3,1.21,0.1,3.498681373159598,
1.3,1.1,0.1,3.4987028546970333,
1.3,0.99,0.1,3.498752407478287,
1.3,0.66,0.1,3.498761910959288,
1.3,0.77,0.1,3.4987940917440765,
1.3,0.88,0.1,3.498800696065577,
1.3,0.55,0.1,3.4988556881974673,
1.3,0.0,0.1,3.4990305739452197,
1.1,0.0,0.3,3.499252753805066,
1.4,0.11,0.0,3.5222583971492876,
1.0,0.22,0.4,3.5458495057429373,
1.4,0.22,0.0,3.551295130612578,
0.9,0.11,0.5,3.5579210758939266,
1.0,0.55,0.4,3.567306924315796,
1.4,0.33,0.0,3.568127858223789,
1.0,1.98,0.4,3.5685224252532506,
1.0,1.21,0.4,3.568656796503225,
1.0,1.1,0.4,3.568840098688461,
1.0,1.87,0.4,3.5691063092266253,
1.0,0.66,0.4,3.5692974767604344,
1.0,1.32,0.4,3.5693295837356054,
1.0,0.44,0.4,3.5694925995017024,
1.0,1.76,0.4,3.5698840560392444,
1.0,0.99,0.4,3.5700268791291494,
1.0,1.43,0.4,3.570202115450958,
1.0,1.65,0.4,3.5705219399211714,
1.0,1.54,0.4,3.570676238836564,
1.0,0.77,0.4,3.5713781026502818,
1.0,0.88,0.4,3.5713849757769895,
1.0,0.33,0.4,3.5719969681377735,
1.4,0.44,0.0,3.5730890722995117,
1.4,0.55,0.0,3.573899568110897,
1.4,0.77,0.0,3.5739172609473235,
1.4,0.66,0.0,3.573920889631087,
1.4,1.21,0.0,3.5739235359244055,
1.4,1.1,0.0,3.5739238661121764,
1.4,1.76,0.0,3.573925889670689,
1.4,1.87,0.0,3.5739261901228248,
1.4,1.32,0.0,3.57392690450775,
1.4,1.65,0.0,3.573927313933781,
1.4,1.98,0.0,3.573927808125895,
1.4,0.88,0.0,3.573927899953516,
1.4,0.99,0.0,3.5739282776382337,
1.4,1.54,0.0,3.5739292811103067,
1.4,1.43,0.0,3.5739295374085147,
1.4,0.0,0.0,3.5739303226544905,
1.0,0.0,0.4,3.5744050178824796,
0.8,0.22,0.7,3.6180667140651446,
0.8,0.55,0.7,3.6241131534212316,
0.8,0.66,0.7,3.6327162727495126,
0.7,0.55,0.9,3.6329931948101244,
0.8,1.32,0.7,3.633713645243854,
0.8,1.21,0.7,3.636143021141068,
0.8,1.43,0.7,3.6363529924089852,
0.8,0.44,0.7,3.6368117049821898,
0.7,0.66,0.9,3.6381643180236525,
0.7,0.22,0.9,3.6393712928055457,
0.7,0.11,0.8,3.6399188755222913,
0.8,1.54,0.7,3.6418871337294605,
0.8,1.1,0.7,3.643353128700417,
0.8,0.77,0.7,3.6473125232660886,
0.8,1.65,0.7,3.6473917414598986,
0.8,1.98,0.7,3.6478579772617654,
0.7,1.43,0.9,3.649749087884138,
0.8,1.76,0.7,3.650605034313377,
0.8,1.87,0.7,3.6506178923198265,
0.8,0.99,0.7,3.651561961840919,
0.7,1.54,0.9,3.6535332330141426,
0.8,0.88,0.7,3.6544857606736794,
0.7,1.32,0.9,3.6551289741301463,
0.8,0.33,0.7,3.6588007248339465,
0.7,1.65,0.9,3.6634919146066087,
0.7,0.77,0.9,3.665320005403162,
0.7,0.44,0.9,3.666930307493206,
0.7,1.21,0.9,3.668926109830207,
0.9,0.22,0.5,3.672150140579437,
0.7,1.76,0.9,3.6750494506641007,
0.8,0.0,0.7,3.6810787395359568,
0.7,1.87,0.9,3.6840297416584025,
0.7,1.1,0.9,3.685428172330751,
0.7,1.98,0.9,3.6879002016307068,
0.9,0.55,0.5,3.6881307355603345,
0.7,0.88,0.9,3.6887188577328343,
0.9,1.21,0.5,3.6916461011691317,
0.9,0.44,0.5,3.691897231644579,
0.9,1.1,0.5,3.6927708391779794,
0.9,1.32,0.5,3.692830859622603,
0.9,0.66,0.5,3.6932573626999785,
0.9,1.98,0.5,3.693406347679103,
0.7,0.99,0.9,3.6950381460829362,
0.9,1.43,0.5,3.695130424222713,
0.9,1.87,0.5,3.6951847316810817,
0.9,0.99,0.5,3.6959773757712515,
0.9,1.76,0.5,3.696872085127527,
0.9,1.54,0.5,3.697058226152934,
0.9,1.65,0.5,3.6976756699458138,
0.9,0.77,0.5,3.69846173532543,
0.9,0.88,0.5,3.6989849547199958,
0.9,0.33,0.5,3.700984544141487,
0.8,0.11,0.6,3.7010070569164992,
1.1,0.11,0.2,3.7054867246615215,
0.7,0.33,0.9,3.7062001199492247,
0.9,0.0,0.5,3.7070173174993912,
1.2,0.11,0.1,3.720364641002619,
1.0,0.11,0.3,3.7424660958904217,
1.1,0.22,0.2,3.7666845679891736,
1.2,0.22,0.1,3.7671892288750777,
0.7,0.0,0.9,3.770231912054494,
1.2,0.33,0.1,3.787085949674014,
1.1,0.33,0.2,3.788439600364244,
1.1,1.98,0.2,3.7887878151198082,
1.1,1.87,0.2,3.7887914489237167,
1.1,1.76,0.2,3.788889799477108,
1.1,0.55,0.2,3.7889682782463923,
1.1,1.65,0.2,3.789074783524954,
1.1,1.1,0.2,3.7890985371454193,
1.1,1.21,0.2,3.7891838197427377,
1.1,0.99,0.2,3.789259372543534,
1.1,1.54,0.2,3.789275010196711,
1.1,1.32,0.2,3.789338193387233,
1.1,0.66,0.2,3.7893750200998833,
1.1,1.43,0.2,3.7893851447890556,
1.1,0.88,0.2,3.789612783160267,
1.3,0.11,0.0,3.7896831440659176,
1.1,0.44,0.2,3.7897333212509894,
1.2,1.98,0.1,3.7897503438038407,
1.2,1.87,0.1,3.789757700418769,
1.1,0.77,0.2,3.7897678346261547,
1.2,1.76,0.1,3.7897826511265955,
1.2,1.65,0.1,3.789832702740456,
1.2,1.54,0.1,3.7898973674273124,
1.2,1.1,0.1,3.7899395052057407,
1.2,1.21,0.1,3.789946699584368,
1.2,1.43,0.1,3.7899498200777346,
1.2,1.32,0.1,3.7899649746874426,
1.2,0.99,0.1,3.789994848937678,
1.2,0.66,0.1,3.7900119513851234,
1.2,0.55,0.1,3.7900202779418635,
1.2,0.88,0.1,3.7900955570322927,
1.2,0.77,0.1,3.790123364063269,
1.2,0.44,0.1,3.7902231642344777,
1.2,0.0,0.1,3.7904057237770754,
1.1,0.0,0.2,3.7904847050427164,
1.0,0.22,0.3,3.8239099626807396,
1.3,0.22,0.0,3.8260593081611245,
0.9,0.11,0.4,3.8318484106529564,
1.3,0.33,0.0,3.8440573156680387,
1.0,0.55,0.3,3.8441439904087082,
1.0,1.98,0.3,3.8446249216619646,
1.0,1.87,0.3,3.84475536986472,
1.0,1.1,0.3,3.844930121768296,
1.0,1.76,0.3,3.8451843365846803,
1.0,1.21,0.3,3.8451909005751768,
1.0,0.44,0.3,3.845345385653308,
1.0,0.99,0.3,3.845467701646633,
1.0,1.65,0.3,3.8457647124593564,
1.0,1.32,0.3,3.8458195236987556,
1.0,0.66,0.3,3.8458481011797665,
1.0,1.54,0.3,3.846214431428655,
1.0,1.43,0.3,3.8462558256085084,
1.0,0.88,0.3,3.846537701950667,
1.0,0.77,0.3,3.847008106759324,
1.0,0.33,0.3,3.84725945089446,
1.3,0.44,0.0,3.848272466832183,
1.3,0.66,0.0,3.84861389663985,
1.3,1.1,0.0,3.8486339265977567,
1.3,0.77,0.0,3.848637894535116,
1.3,1.21,0.0,3.848639855806721,
1.3,1.76,0.0,3.848640269540557,
1.3,0.99,0.0,3.8486406624991116,
1.3,1.65,0.0,3.848641668490073,
1.3,1.87,0.0,3.8486432701672237,
1.3,1.54,0.0,3.8486468641612426,
1.3,1.98,0.0,3.848647973564855,
1.3,1.32,0.0,3.848648693441459,
1.3,0.55,0.0,3.8486494107889206,
1.3,1.43,0.0,3.8486510810522403,
1.3,0.88,0.0,3.8486510837084578,
1.3,0.0,0.0,3.8486554721861688,
1.0,0.0,0.3,3.8489022644090496,
0.7,0.55,0.8,3.850079238481654,
0.8,0.22,0.6,3.8593937700803833,
0.7,0.66,0.8,3.8629770039727096,
0.8,0.55,0.6,3.8633671981152924,
0.7,0.22,0.8,3.8648056368763593,
0.7,1.32,0.8,3.8685432240756192,
0.7,1.43,0.8,3.8692359102484697,
0.8,0.44,0.6,3.870680350324487,
0.6,0.11,0.9,3.870748890004665,
0.8,1.21,0.6,3.871579296340356,
0.8,1.32,0.6,3.872399987328871,
0.8,0.66,0.6,3.874046759339621,
0.7,0.44,0.8,3.8754843155221503,
0.8,1.1,0.6,3.8758241135509004,
0.8,1.43,0.6,3.8768335667058267,
0.7,1.21,0.8,3.8773705048543725,
0.7,1.54,0.8,3.877451438848735,
0.8,1.98,0.6,3.8795048553404587,
0.8,1.54,0.6,3.8819917281981233,
0.8,1.87,0.6,3.883315834682111,
0.8,0.99,0.6,3.8833467469664926,
0.8,1.65,0.6,3.88533649550206,
0.8,1.76,0.6,3.885682799147427,
0.8,0.77,0.6,3.8859509402025934,
0.7,1.65,0.8,3.8885798895977532,
0.8,0.88,0.6,3.8887789757534827,
0.7,0.77,0.8,3.890303262288726,
0.8,0.33,0.6,3.8916033163557384,
0.7,1.1,0.8,3.8927807099017024,
0.7,0.11,0.7,3.8941040364137094,
0.7,1.76,0.8,3.8979079002003685,
0.7,1.98,0.8,3.9010576339539815,
0.7,1.87,0.8,3.902343505135411,
0.7,0.99,0.8,3.906397725582233,
0.7,0.88,0.8,3.907492883101777,
0.8,0.0,0.6,3.909982982843566,
0.7,0.33,0.8,3.9171875124681708,
0.9,0.22,0.4,3.942523703564049,
0.9,0.55,0.4,3.9576184700885184,
0.9,0.44,0.4,3.9591622654023158,
0.9,1.1,0.4,3.9600233778419063,
0.9,1.98,0.4,3.9601446220526086,
0.9,1.21,0.4,3.960283974085635,
0.9,1.87,0.4,3.9610581730660144,
0.9,0.99,0.4,3.961864249754399,
0.9,1.32,0.4,3.9619639570010463,
0.9,0.66,0.4,3.962427742569629,
0.9,1.76,0.4,3.9624979965171576,
0.9,1.43,0.4,3.9636803206221107,
0.9,1.65,0.4,3.9638509051605113,
0.9,1.54,0.4,3.9643912880891023,
0.9,0.88,0.4,3.9646923723046408,
0.9,0.77,0.4,3.965630734722282,
0.9,0.33,0.4,3.9668873882006275,
0.9,0.0,0.4,3.971222066257344,
0.7,0.0,0.8,3.9735489359039233,
0.8,0.11,0.5,3.9763149015642707,
1.1,0.11,0.1,4.053384479617571,
1.0,0.11,0.2,4.068564962426831,
0.7,0.55,0.7,4.098195519931972,
1.2,0.11,0.0,4.101525621518106,
1.1,0.22,0.1,4.112736998071222,
0.7,0.44,0.7,4.114146577394501,
0.7,1.32,0.7,4.114486759549802,
0.7,0.66,0.7,4.116906383875045,
0.7,1.21,0.7,4.117245857075092,
0.7,0.22,0.7,4.11743454107893,
0.7,1.43,0.7,4.120378831738691,
0.7,1.1,0.7,4.128989195389561,
0.8,0.22,0.5,4.130181802933145,
0.7,1.54,0.7,4.130645072039707,
1.1,0.33,0.1,4.132889480668615,
0.8,0.55,0.5,4.133771417640233,
1.1,1.76,0.1,4.133850574133175,
1.1,1.87,0.1,4.1338517302249835,
1.1,1.98,0.1,4.133879621605618,
1.1,1.65,0.1,4.133907177760083,
1.1,0.55,0.1,4.133938553190351,
1.1,1.54,0.1,4.134016534031676,
1.1,1.1,0.1,4.134029605861775,
1.1,0.99,0.1,4.134049733854137,
1.1,1.21,0.1,4.134114747857602,
1.1,1.43,0.1,4.134127575129986,
1.1,1.32,0.1,4.134169823026625,
1.1,0.66,0.1,4.134206507367793,
1.1,0.88,0.1,4.134228939456137,
1.1,0.77,0.1,4.134378547266887,
1.1,0.44,0.1,4.13438372471962,
1.1,0.0,0.1,4.134758193178549,
0.8,0.44,0.5,4.136259218845361,
0.6,0.55,0.9,4.138781014774333,
0.7,1.98,0.7,4.13886730711145,
0.8,1.21,0.5,4.1394942501338985,
0.6,0.11,0.8,4.139885296554302,
0.7,1.65,0.7,4.140116417272327,
0.8,1.1,0.5,4.1405408660007215,
0.7,0.77,0.7,4.1416311979847595,
0.8,1.32,0.5,4.142552649222832,
0.8,1.98,0.5,4.1426767040856305,
0.7,0.99,0.7,4.143949971893379,
0.7,1.87,0.7,4.1443084885229595,
0.8,0.66,0.5,4.144866744689545,
0.7,1.76,0.7,4.145080846348115,
0.8,1.87,0.5,4.145868765609579,
0.8,0.99,0.5,4.1459946628104385,
0.9,0.11,0.3,4.146196197440654,
0.8,1.43,0.5,4.147127449008795,
1.0,0.22,0.2,4.147155012246276,
1.2,0.22,0.0,4.147185728583883,
0.8,1.76,0.5,4.1492013166572645,
0.8,1.54,0.5,4.150483636288657,
0.8,1.65,0.5,4.151141695948956,
0.7,0.88,0.7,4.151346885315406,
0.8,0.88,0.5,4.152301826565697,
0.6,0.66,0.9,4.153115114397063,
0.8,0.77,0.5,4.153162173773951,
0.8,0.33,0.5,4.1548089305510425,
0.7,0.33,0.7,4.1556096872399575,
1.2,0.33,0.0,4.165953076951718,
1.0,0.55,0.2,4.1663499919485405,
1.0,1.87,0.2,4.166498367488794,
1.0,1.76,0.2,4.166573877238257,
1.0,1.98,0.2,4.166613312724768,
1.0,1.1,0.2,4.166787959443174,
1.0,0.99,0.2,4.1668634432696985,
1.0,1.65,0.2,4.166869101962686,
1.0,0.44,0.2,4.166911404640903,
1.0,1.21,0.2,4.167154851154565,
1.0,1.54,0.2,4.1672710288541595,
0.6,1.43,0.9,4.167327166593476,
1.0,0.88,0.2,4.167503086855874,
1.0,1.32,0.2,4.167513904620593,
1.0,1.43,0.2,4.167554072483887,
1.0,0.66,0.2,4.167598712453921,
1.0,0.77,0.2,4.168078793078201,
1.0,0.33,0.2,4.168148446865077,
1.2,0.55,0.0,4.16908122987107,
1.2,0.66,0.0,4.169083734126935,
1.2,0.44,0.0,4.169089059690534,
1.2,0.99,0.0,4.169111653696571,
1.2,1.1,0.0,4.1691129134292435,
1.2,1.65,0.0,4.169123100543719,
1.2,1.76,0.0,4.169125902523586,
1.2,1.54,0.0,4.169132701259951,
1.2,1.21,0.0,4.169136556479178,
1.2,1.87,0.0,4.169137287743462,
1.2,0.88,0.0,4.169141359108194,
1.2,1.43,0.0,4.16914757841511,
1.2,1.98,0.0,4.1691483723250995,
1.2,0.77,0.0,4.1691485716146675,
1.2,1.32,0.0,4.16915217131004,
1.2,0.0,0.0,4.169168167398163,
1.0,0.0,0.2,4.1692722223362715,
0.8,0.0,0.5,4.169905665459797,
0.6,1.32,0.9,4.174574370301421,
0.6,1.54,0.9,4.175176426282987,
0.7,0.11,0.6,4.179558985115991,
